,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
2247,2284,"20,000 leagues under the sea",5,0,17,96
2248,2285,mirror mirror,5,6,0,44
2249,2286,garfield,3,5,3,2
2250,2287,a midsummer night's dream,4,15,4,15
2251,2288,the polar express,3,5,3,2
2252,2289,cosmopolis,10,0,15,20
2253,2290,charlotte's web,5,6,17,13
2254,2291,the grinch,3,5,3,2
2255,2292,fistful of vengeance,1,14,0,269
2256,2293,spellbound,3,5,3,2
2257,2294,a wrinkle in time,5,16,15,66
2258,2295,zoom,1,5,3,4
2259,2296,karigurashi no arietty,3,5,0,12
2260,2297,like mike,4,16,15,9
2261,2298,peter rabbit,5,6,14,106
2262,2299,the black cauldron,3,1,5,5
2263,2300,defending your life,4,0,15,10
2264,2301,it's a boy girl thing,4,15,4,15
2265,2302,xanadu,11,9,4,221
2266,2303,beastly,0,15,4,52
2267,2304,isn't it romantic,4,15,8,201
2268,2305,black knight,5,6,15,41
2269,2306,the spirit,1,14,15,65
2270,2307,carousel,0,15,8,211
2271,2308,the rescuers down under,3,5,3,2
2272,2309,black mirror: bandersnatch,0,15,9,40
2273,2310,if i stay,0,15,1,171
2274,2311,inland empire,0,15,9,40
2275,2312,mr. peabody &amp; sherman,3,5,3,2
2276,2313,the family man,4,0,15,10
2277,2314,rogue squadron,1,5,0,260
2278,2316,ruby sparks,4,0,15,10
2279,2317,the jacket,0,15,9,40
2280,2318,waking life,3,0,15,116
2281,2320,untitled taika waititi star wars film,1,5,15,275
2282,2321,the neverending story ii: the next chapter,5,0,17,96
2283,2322,the one i love,4,0,15,10
2284,2323,the siege of robin hood,1,5,15,275
2285,2324,the legend of hercules,1,5,15,275
2286,2325,the brass teapot,4,15,6,223
2287,2326,outside the wire,1,5,15,275
2288,2327,fantasia,3,16,15,101
2289,2328,fire and ice,3,5,15,53
2290,2329,astérix &amp; obélix: mission cléopâtre,5,6,17,13
2291,2330,doctor dolittle,4,16,15,9
2292,2331,la belle et la bête,0,16,15,7
2293,2332,welcome to marwen,9,6,0,94
2294,2333,peter rabbit 2: the runaway,5,6,14,106
2295,2334,alvin and the chipmunks: the squeakquel,3,5,3,2
2296,2335,arthur et les minimoys,3,5,3,2
2297,2337,winnie the pooh,3,5,3,2
2298,2338,the curse of the were-rabbit,3,5,3,2
2299,2339,deathstalker,1,5,15,275
2300,2340,over the moon,3,5,3,2
2301,2341,the spongebob movie: sponge out of water,3,5,3,2
2302,2342,inkheart,5,16,15,66
2303,2343,gong fu yu jia,1,5,3,4
2304,2344,kurenai no buta,3,5,3,2
2305,2345,the last unicorn,3,5,0,12
2306,2346,mortal kombat: annihilation,1,5,15,275
2307,2347,the santa clause,4,0,17,39
2308,2348,the happytime murders,1,6,14,45
2309,2349,aladdin 2,5,6,17,13
2310,2350,dragonheart,1,5,15,275
2311,2351,gnomeo &amp; juliet,3,5,3,2
2312,2352,wolfwalkers,3,5,17,27
2313,2353,the master of disguise,5,6,17,13
2314,2354,harry and the hendersons,4,16,15,9
2315,2355,the man who killed don quixote,5,6,0,44
2316,2356,osmosis jones,3,1,5,5
2317,2357,the indian in the cupboard,0,16,15,7
2318,2358,bedknobs and broomsticks,3,5,3,2
2319,2359,bill &amp; ted's bogus journey,5,6,15,41
2320,2360,supergirl,1,5,15,275
2321,2361,spy kids 4: all the time in the world,1,5,3,4
2322,2362,the sword in the stone,3,5,3,2
2323,2363,the golden voyage of sinbad,1,5,15,275
2324,2364,the lego ninjago movie,3,1,5,5
2325,2365,always,0,15,4,52
2326,2366,season of the witch,1,5,15,275
2327,2367,mugen no jûnin,1,0,15,47
2328,2368,a dog's purpose,5,6,0,44
2329,2369,kubo and the two strings,3,1,5,5
2330,2370,die unendliche geschichte iii: rettung aus phantasien,5,6,17,13
2331,2371,every day,0,15,4,52
2332,2372,the forbidden kingdom,1,5,15,275
2333,2373,wonder park,3,5,3,2
2334,2374,nanny mcphee and the big bang,4,16,15,9
2335,2375,penelope,4,15,4,15
2336,2376,the golden child,1,5,3,4
2337,2377,la double vie de véronique,0,15,1,171
2338,2378,kate &amp; leopold,4,15,4,15
2339,2379,song of the south,3,6,17,60
2340,2380,atrangi re,4,0,15,10
2341,2381,storks,3,5,3,2
2342,2382,suzume no tojimari,3,1,5,5
2343,2383,tomb raider 2,1,5,15,275
2344,2384,ramona and beezus,4,0,17,39
2345,2385,race to witch mountain,1,5,17,51
2346,2386,mighty aphrodite,4,0,15,10
2347,2387,strawberry mansion,5,6,0,44
2348,2388,in the name of the king: a dungeon siege tale,1,5,15,275
2349,2389,siu lam juk kau,1,6,15,105
2350,2390,ghosts of girlfriends past,4,15,4,15
2351,2391,teen witch,4,15,4,15
2352,2392,we're back! a dinosaur's story,3,5,3,2
2353,2393,smurfs: the lost village,3,5,3,2
2354,2394,naked,4,15,4,15
2355,2395,star trek v: the final frontier,1,5,15,275
2356,2396,when we first met,4,15,4,15
2357,2397,birth,0,15,9,40
2358,2398,safety not guaranteed,5,6,0,44
2359,2399,"alexander and the terrible, horrible, no good, very bad day",4,0,17,39
2360,2400,the kid who would be king,1,5,17,51
2361,2401,just my luck,4,15,4,15
2362,2402,a boy called christmas,5,0,17,96
2363,2403,scoob!: holiday haunt,3,5,3,2
2364,2404,ôkami kodomo no ame to yuki,3,0,17,84
2365,2405,the last son,1,5,14,257
2366,2406,left behind,1,15,11,166
2367,2407,alvin and the chipmunks: the road chip,3,5,3,2
2368,2408,the incal,5,6,14,106
2369,2409,heaven can wait,4,15,4,15
2370,2410,kaguya-hime no monogatari,3,0,17,84
2371,2411,neko no ongaeshi,3,5,3,2
2372,2412,the halfway house,0,15,9,40
2373,2413,the borrowers,5,6,17,13
2374,2414,dragonslayer,1,5,15,275
2375,2415,blithe spirit,4,15,4,15
2376,2416,yuk po tuen: tau ching bo gam,4,0,15,10
2377,2417,viy,5,15,9,132
2378,2418,the brave little toaster,3,5,17,27
2379,2419,zookeeper,4,16,15,9
2380,2420,paranorman,3,5,3,2
2381,2421,the pagemaster,3,5,3,2
2382,2422,america: the motion picture,3,1,5,5
2383,2423,mr. magorium's wonder emporium,4,16,15,9
2384,2425,abominable,3,5,3,2
2385,2426,la cité des enfants perdus,0,15,11,131
2386,2427,minnal murali,1,5,3,4
2387,2428,the hudsucker proxy,4,0,15,10
2388,2429,herbie fully loaded,5,6,17,13
2389,2430,supercool,1,6,14,45
2390,2431,bedazzled,4,15,4,15
2391,2432,slumberland,5,6,17,13
2392,2433,zoey's extraordinary christmas,4,0,15,10
2393,2434,seungriho,1,5,0,260
2394,2435,sherlock gnomes,3,5,3,2
2395,2436,nim's island,5,6,0,44
2396,2437,sinbad: legend of the seven seas,3,5,3,2
2397,2438,teenage mutant ninja turtles iii,1,5,3,4
2398,2439,a dog's journey,5,6,0,44
2399,2440,orlando,9,0,15,206
2400,2441,needle in a timestack,0,15,4,52
2401,2442,the nutcracker and the four realms,5,16,15,66
2402,2443,beasts of the southern wild,5,0,15,90
2403,2444,zashchitniki,1,5,3,4
2404,2445,the smurfs 2,3,5,3,2
2405,2446,love on a leash,4,0,15,10
2406,2447,the hungover games,5,6,15,41
2407,2448,my little pony: the movie,3,5,3,2
2408,2449,tuck everlasting,0,16,15,7
2409,2450,phenomenon,0,15,4,52
2410,2451,portrait of jennie,0,15,9,40
2411,2452,mortal,1,5,0,260
2412,2453,ladybug &amp; cat noir: awakening,3,1,5,5
2413,2454,fatman,1,5,3,4
2414,2456,"i, frankenstein",1,15,11,166
2415,2457,l.a. story,4,0,15,10
2416,2458,until we meet again,0,15,4,52
2417,2459,the heavenly kid,4,15,4,15
2418,2460,the convent,4,15,12,22
2419,2461,*batteries not included,4,16,15,9
2420,2462,avatar 3,1,5,15,275
2421,2463,deathstalker ii,1,5,3,4
2422,2464,double dragon,1,5,3,4
2423,2465,legend of the guardians: the owls of ga'hoole,3,1,5,5
2424,2466,dagon,11,12,9,26
2425,2467,the swan princess,3,5,3,2
2426,2468,legend of the white dragon,1,15,11,166
2427,2469,night at the museum: kahmunrah rises again,3,5,3,2
2428,2470,alvin and the chipmunks: chipwrecked,3,5,3,2
2429,2471,fellini - satyricon,0,15,2,89
2430,2472,winter's tale,0,15,9,40
2431,2473,tower of terror,11,12,6,46
2432,2474,bloodrayne,1,15,12,107
2433,2475,arizona dream,4,0,15,10
2434,2476,mr. popper's penguins,4,16,15,9
2435,2477,some girls,4,0,15,10
2436,2478,dave made a maze,5,6,15,41
2437,2479,red lights,0,15,9,40
2438,2480,long story short,4,15,4,15
2439,2482,don't be afraid of the dark,11,12,6,46
2440,2483,green ghost and the masters of the stone,1,5,3,4
2441,2484,teen titans go! to the movies,3,1,5,5
2442,2485,afterlife of the party,4,0,15,10
2443,2486,gedo senki,3,5,15,53
2444,2487,jonah hex,1,0,15,47
2445,2488,my demon lover,4,15,12,22
2446,2489,astro boy,3,1,5,5
2447,2490,candy,5,6,15,41
2448,2491,the old ways,0,15,12,54
2449,2492,the little vampire,5,6,17,13
2450,2493,jûbê ninpûchô,3,1,5,5
2451,2494,the new adventures of pippi longstocking,5,16,15,66
2452,2495,the kid,4,16,15,9
2453,2496,jem and the holograms,5,0,17,96
2454,2497,i kill giants,0,15,6,170
2455,2498,final fantasy: the spirits within,3,1,5,5
2456,2499,slice,4,14,15,104
2457,2500,the ant bully,3,5,3,2
2458,2501,darkness falls,11,12,9,26
2459,2502,highlander: endgame,1,5,15,275
2460,2503,strange magic,3,5,3,2
2461,2504,krampus,4,0,15,10
2462,2507,sutorîto faitâ ii gekijô-ban,3,1,5,5
2463,2508,tales from the darkside: the movie,4,15,12,22
2464,2509,instant karma,4,0,15,10
2465,2510,gothic,0,15,12,54
2466,2511,il fiore delle mille e una notte,4,0,15,10
2467,2512,smallfoot,3,5,3,2
2468,2513,are we there yet?,5,6,17,13
2469,2514,scrooged,4,0,15,10
2470,2515,cronos,0,15,12,54
2471,2516,quest for camelot,3,5,3,2
2472,2517,trollhunters: rise of the titans,3,1,5,5
2473,2518,kanashimi no beradonna,3,0,15,116
2474,2519,la bête,0,15,12,54
2475,2520,the one and only ivan,5,6,0,44
2476,2521,pinocchio: a true story,3,16,15,101
2477,2522,the pirates! in an adventure with scientists!,3,5,3,2
2478,2523,dragon's lair: the movie,3,1,5,5
2479,2524,cats &amp; dogs,1,5,3,4
2480,2525,the zero theorem,4,0,15,10
2481,2526,le petit prince,3,5,0,12
2482,2527,muppets from space,5,6,17,13
2483,2528,the clan of the cave bear,5,0,15,90
2484,2529,young sherlock holmes,5,15,9,132
2485,2530,the legend of bagger vance,0,15,7,254
2486,2531,offseason,0,15,12,54
2487,2532,heavy metal 2000,3,1,5,5
2488,2533,death note: desu nôto,10,0,15,20
2489,2534,street fighter: the legend of chun-li,1,14,15,65
2490,2535,g-force,3,1,5,5
2491,2536,toys,5,6,0,44
2492,2537,knights of badassdom,1,5,3,4
2493,2538,goosebumps 2: haunted halloween,5,6,15,41
2494,2539,kiss me goodbye,4,15,4,15
2495,2540,mighty joe young,1,5,17,51
2496,2541,tooth fairy,4,16,15,9
2497,2542,upside down,0,15,4,52
2498,2543,tideland,0,15,12,54
2499,2544,highway to hell,5,6,15,41
2500,2545,something wicked this way comes,11,10,6,161
2501,2546,camelot,5,6,0,44
2502,2547,missing link,3,5,3,2
2503,2548,my sweet monster,3,5,17,27
2504,2549,byzantium,0,15,12,54
2505,2550,uglies,1,5,0,260
2506,2551,kazaam,4,16,15,9
2507,2552,wonder woman 3,1,5,15,275
2508,2553,gekijouban violet evergarden,3,0,15,116
2509,2554,gekijôban sword art online progressive hoshi naki yoru no aria,3,1,5,5
2510,2555,song of the sea,3,5,0,12
2511,2556,ninja iii: the domination,1,15,6,25
2512,2557,fantastic beasts and where to find them 4,5,16,15,66
2513,2558,hotaru no haka,3,0,16,251
2514,2559,pâfekuto burû,3,14,0,172
2515,2560,the hunchback of notre dame,3,0,17,84
2516,2561,kôkaku kidôtai,3,1,14,117
2517,2562,a christmas story christmas,3,6,0,64
2518,2563,kaze tachinu,3,13,0,133
2519,2564,"shin seiki evangelion gekijô-ban: air/magokoro wo, kimi ni",3,1,0,280
2520,2565,a scanner darkly,3,6,14,239
2521,2566,turbo,3,5,3,2
2522,2567,spies in disguise,3,1,5,5
2523,2568,the fox and the hound,3,5,0,12
2524,2569,lady and the tramp,3,5,3,2
2525,2570,planes,3,5,3,2
2526,2571,spirit: stallion of the cimarron,3,5,0,12
2527,2572,kimi no suizô o tabetai,3,0,17,84
2528,2573,ice age: dawn of the dinosaurs,3,5,3,2
2529,2574,mary and max.,3,6,0,64
2530,2575,ice age: the meltdown,3,5,3,2
2531,2576,surf's up,3,5,3,2
2532,2577,fritz the cat,3,6,0,64
2533,2578,captain underpants: the first epic movie,3,1,5,5
2534,2579,an american tail,3,5,3,2
2535,2580,oliver &amp; company,3,5,3,2
2536,2581,batman: the killing joke,3,1,14,117
2537,2582,mimi wo sumaseba,3,0,17,84
2538,2583,trouble,3,5,3,2
2539,2584,open season,3,5,3,2
2540,2585,naya legend of the golden dolphin,3,1,5,5
2541,2586,bambi,3,5,0,12
2542,2587,titan a.e.,3,1,5,5
2543,2588,loving vincent,3,13,14,98
2544,2589,hoodwinked!,3,5,3,2
2545,2590,extinct,3,5,3,2
2546,2591,rock dog,3,5,3,2
2547,2592,shin evangelion gekijôban,3,1,0,280
2548,2593,anomalisa,3,6,0,64
2549,2594,catwoman: hunted,3,1,14,117
2550,2595,koto no ha no niwa,3,0,4,119
2551,2596,spirit untamed,3,5,3,2
2552,2597,byôsoku 5 senchimêtoru,3,0,17,84
2553,2598,the great mouse detective,3,5,17,27
2554,2599,the peanuts movie,3,5,3,2
2555,2600,ballerina,3,5,3,2
2556,2601,kokuriko-zaka kara,3,6,0,64
2557,2603,the willoughbys,3,5,3,2
2558,2604,coonskin,3,1,3,62
2559,2605,barnyard,3,5,3,2
2560,2606,looney tunes: back in action,3,5,3,2
2561,2607,omoide no mânî,3,0,17,84
2562,2610,the transformers: the movie,3,1,5,5
2563,2611,jimmy neutron: boy genius,3,1,5,5
2564,2612,curious george,3,5,3,2
2565,2613,marmaduke,3,5,3,2
2566,2614,chicken run: dawn of the nugget,3,5,3,2
2567,2615,omohide poro poro,3,0,4,119
2568,2616,the many adventures of winnie the pooh,3,5,3,2
2569,2617,frankenweenie,3,6,0,64
2570,2618,next gen,3,1,5,5
2571,2619,batman: mask of the phantasm,3,1,5,5
2572,2620,balto,3,5,0,12
2573,2621,supurigan,3,1,5,5
2574,2623,rock-a-doodle,3,5,3,2
2575,2624,stuart little 2,3,5,3,2
2576,2625,the last: naruto the movie,3,1,5,5
2577,2626,animal crackers,3,5,3,2
2578,2627,planet 51,3,5,3,2
2579,2628,resident evil: vendetta,3,1,5,5
2580,2629,hop,3,5,3,2
2581,2630,gekijô-ban poketto monsutâ - myûtsû no gyakushû,3,1,5,5
2582,2631,home on the range,3,5,3,2
2583,2632,teenage mutant ninja turtles: the next chapter,3,1,5,5
2584,2633,cowboy bebop: tengoku no tobira,3,1,14,117
2585,2634,a christmas carol,3,5,3,2
2586,2635,monkeybone,3,6,15,139
2587,2636,persepolis,3,13,0,133
2588,2637,an american tail: fievel goes west,3,5,17,27
2589,2638,redline,3,1,11,28
2590,2639,toki o kakeru shôjo,3,5,3,2
2591,2640,memorîzu,3,11,6,204
2592,2641,le sommet des dieux,3,5,0,12
2593,2642,vampire hunter d: bloodlust,3,1,0,280
2594,2643,tom and jerry: the movie,3,5,3,2
2595,2644,the boxtrolls,3,5,3,2
2596,2645,evil toons,3,6,12,195
2597,2646,bigfoot family,3,5,17,27
2598,2647,my father's dragon,3,5,3,2
2599,2648,walking with dinosaurs 3d,3,5,3,2
2600,2649,sgt. stubby: an american hero,3,5,17,27
2601,2650,blaze,3,14,0,172
2602,2651,the wild,3,5,3,2
2603,2652,coyote vs. acme,3,5,3,2
2604,2653,justice society: world war ii,3,1,5,5
2605,2654,blue's big city adventure,3,6,17,60
2606,2655,planes: fire &amp; rescue,3,5,3,2
2607,2656,foodfight!,3,1,5,5
2608,2657,les triplettes de belleville,3,6,0,64
2609,2658,when the wind blows,3,6,0,64
2610,2659,jungle beat: the movie,3,5,3,2
2611,2660,kingsglaive: final fantasy xv,3,1,5,5
2612,2661,starship troopers: traitor of mars,3,1,11,28
2613,2662,fainaru fantajî sebun adobento chirudoren,3,1,5,5
2614,2663,little nemo,3,5,3,2
2615,2664,red shoes and the seven dwarfs,3,1,5,5
2616,2665,happy feet two,3,5,3,2
2617,2666,untitled adventures of tintin sequel,3,1,5,5
2618,2667,berserk: ougon jidai-hen i - haou no tamago,3,1,5,5
2619,2668,gantz: o,3,1,0,280
2620,2669,alpha and omega,3,5,3,2
2621,2670,garfield: a tale of two kitties,3,5,3,2
2622,2671,yellow submarine,3,5,3,2
2623,2672,the spine of night,3,1,5,5
2624,2673,riverdance: the animated adventure,3,5,3,2
2625,2674,the nut job,3,5,3,2
2626,2675,evangelion shin gekijôban: jo,3,1,0,280
2627,2676,made in abyss: fukaki tamashî no reimei,3,5,0,12
2628,2677,pets united,3,5,3,2
2629,2678,finding jesus,3,16,15,101
2630,2679,the adventures of rocky &amp; bullwinkle,3,5,3,2
2631,2680,yôjû toshi,3,1,15,55
2632,2681,batman and harley quinn,3,1,5,5
2633,2682,uglydolls,3,5,3,2
2634,2683,j'ai perdu mon corps,3,0,15,116
2635,2684,boruto: naruto the movie,3,1,5,5
2636,2685,the tale of despereaux,3,5,3,2
2637,2686,heisei tanuki gassen ponpoko,3,6,0,64
2638,2687,joze to tora to sakanatachi,3,0,4,119
2639,2688,samâ uôzu,3,1,5,5
2640,2689,hotarubi no mori e,3,0,15,116
2641,2690,teen titans go! &amp; dc super hero girls: mayhem in the multiverse,3,1,5,5
2642,2691,tôkyô goddofâzâzu,3,5,3,2
2643,2692,once upon a forest,3,5,0,12
2644,2693,nakitai watashi wa neko o kaburu,3,5,0,12
2645,2694,berserk: ougon jidai-hen iii - kourin,3,1,5,5
2646,2695,one piece: stampede,3,1,5,5
2647,2696,jin-rô,3,1,0,280
2648,2697,where is anne frank,3,0,17,84
2649,2698,middle school: the worst years of my life,3,6,17,60
2650,2699,la tortue rouge,3,16,15,101
2651,2700,charming,3,5,3,2
2652,2701,ainbo: spirit of the amazon,3,5,3,2
2653,2702,mortal kombat legends: battle of the realms,3,1,5,5
2654,2704,the amazing world of gumball: the movie,3,5,3,2
2655,2705,yogi bear,3,5,3,2
2656,2706,mirai no mirai,3,5,0,12
2657,2707,batman: soul of the dragon,3,1,5,5
2658,2708,un monstre à paris,3,5,3,2
2659,2709,the rugrats movie,3,5,3,2
2660,2710,fantasia 2000,3,16,15,101
2661,2711,"hansel, gretel i agentstvo magii",3,5,3,2
2662,2712,the secret of kells,3,5,17,27
2663,2713,batman ninja,3,1,11,28
2664,2714,cats don't dance,3,6,17,60
2665,2715,steven universe: the movie,3,1,5,5
2666,2716,pil,3,5,15,53
2667,2717,mars needs moms,3,1,5,5
2668,2718,starship troopers: invasion,3,1,11,28
2669,2719,gnome alone,3,5,3,2
2670,2720,free birds,3,5,3,2
2671,2721,ma vie de courgette,3,6,0,64
2672,2722,baiohazado: damuneshon,3,1,12,174
2673,2723,batman: gotham by gaslight,3,1,5,5
2674,2724,kaisokuou ni ore wa naru,3,1,5,5
2675,2725,kimitachi wa dô ikiru ka,3,5,17,27
2676,2726,constantine: city of demons,3,1,15,55
2677,2727,one piece film: gold,3,1,5,5
2678,2728,it's such a beautiful day,3,6,0,64
2679,2729,the tiger's apprentice,3,1,5,5
2680,2730,foxy trotter,3,6,0,64
2681,2731,the phantom tollbooth,3,5,3,2
2682,2732,escape from planet earth,3,5,3,2
2683,2733,"kimi to, nami ni noretara",3,6,0,64
2684,2734,spider-man: beyond the spider-verse,3,1,5,5
2685,2735,kimetsu no yaiba: natagumo yama hen,3,1,15,55
2686,2736,the spongebob squarepants movie rehydrated,3,5,3,2
2687,2737,gekijouban bishoujo senshi sailor moon eternal,3,1,5,5
2688,2738,bebe's kids,3,6,15,139
2689,2739,sennen joyû,3,0,15,116
2690,2740,baba yaga,3,5,17,27
2691,2741,wonder woman: bloodlines,3,1,15,55
2692,2742,hoodwinked too! hood vs. evil,3,5,3,2
2693,2743,the queen's corgi,3,6,17,60
2694,2744,eiga daisuki pompo-san,3,6,0,64
2695,2745,heavy traffic,3,6,0,64
2696,2746,ratchet &amp; clank,3,1,5,5
2697,2747,mutafukaz,3,1,3,62
2698,2748,stranger: mukô hadan,3,1,5,5
2699,2749,arthur 3: la guerre des deux mondes,3,5,17,27
2700,2750,return to never land,3,5,17,27
2701,2751,the congress,3,0,11,178
2702,2752,eight crazy nights,3,6,8,30
2703,2753,a shaun the sheep movie: farmageddon,3,5,3,2
2704,2754,dragon ball z: doragon bôru z - kami to kami,3,1,5,5
2705,2755,gandahar,3,5,15,53
2706,2756,the thief and the cobbler,3,1,5,5
2707,2757,rugrats in paris: the movie - rugrats ii,3,5,3,2
2708,2758,igor,3,6,17,60
2709,2759,bakemono no ko,3,1,5,5
2710,2760,paw patrol: the mighty movie,3,1,5,5
2711,2761,100% wolf,3,5,3,2
2712,2762,paddington in peru,3,5,3,2
2713,2763,the plague dogs,3,5,0,12
2714,2764,secret of the wings,3,16,15,101
2715,2765,cats &amp; dogs: the revenge of kitty galore,3,1,5,5
2716,2766,ducktales the movie: treasure of the lost lamp,3,5,3,2
2717,2767,snezhnaya koroleva,3,5,17,27
2718,2768,rupan sansei: kariosutoro no shiro,3,1,5,5
2719,2769,berserk: ougon jidai-hen ii - dorudorei koryaku,3,1,5,5
2720,2770,dragon rider,3,5,3,2
2721,2771,my little pony: equestria girls,3,6,17,60
2722,2772,rotzbub,3,6,0,64
2723,2773,the care bears movie,3,5,3,2
2724,2774,boku no hîrô akademia the movie ~ 2-ri no eiyû ~,3,1,5,5
2725,2775,evangerion shin gekijôban: ha,3,1,0,280
2726,2776,sayonara no asa ni yakusoku no hana o kazarô,3,5,0,12
2727,2777,my hero academia - boku no hîrô akademia the movie - heroes: rising - hîrôzu: raijingu,3,1,5,5
2728,2778,the star,3,5,3,2
2729,2779,hump,3,5,3,2
2730,2780,the breadwinner,3,0,17,84
2731,2781,shôjo tsubaki: chika gentô gekiga,3,0,12,179
2732,2782,woody woodpecker,3,5,3,2
2733,2783,arthur christmas,3,5,3,2
2734,2784,everyone's hero,3,5,3,2
2735,2785,phineas and ferb the movie: candace against the universe,3,5,3,2
2736,2786,the adventures of ichabod and mr. toad,3,6,17,60
2737,2787,gekijô-ban poketto monsutâ: maboroshi no pokemon: rugia bakutan,3,1,5,5
2738,2788,baiohazâdo: dijenerêshon,3,1,12,174
2739,2789,road to ninja: naruto the movie,3,1,5,5
2740,2790,neco z alenky,3,5,15,53
2741,2791,the nut job 2: nutty by nature,3,5,3,2
2742,2792,dragon ball z: moetsukiro!! nessen ressen chô-gekisen,3,1,15,55
2743,2793,regular show: the movie,3,1,5,5
2744,2794,mortal kombat legends: scorpion's revenge,3,1,5,5
2745,2795,pooh's heffalump movie,3,5,3,2
2746,2796,la casa lobo,3,0,12,179
2747,2797,kensuke's kingdom,3,1,5,5
2748,2798,one piece film z,3,1,5,5
2749,2799,recess: school's out,3,5,3,2
2750,2800,koati,3,5,17,27
2751,2801,the loud house,3,5,3,2
2752,2802,untitled shrek reboot,3,5,3,2
2753,2803,early man,3,5,3,2
2754,2804,the son of bigfoot,3,5,3,2
2755,2805,astérix: le domaine des dieux,3,5,3,2
2756,2806,valiant,3,5,3,2
2757,2807,primal: tales of savagery,3,1,5,5
2758,2808,shaun the sheep: the calacitra,3,5,3,2
2759,2809,the tigger movie,3,5,3,2
2760,2810,seoulyeok,3,1,12,174
2761,2811,nimona,3,1,5,5
2762,2812,kyûketsuki hantâ d,3,1,15,55
2763,2813,meari to majo no hana,3,5,17,27
2764,2814,american pop,3,0,2,215
2765,2815,playmobil: the movie,3,5,3,2
2766,2816,cats and peachtopia,3,5,3,2
2767,2817,the incredible mr. limpet,3,6,17,60
2768,2818,arthur et la vengeance de maltazard,3,5,17,27
2769,2819,sammy's avonturen: de geheime doorgang,3,5,17,27
2770,2820,the wild thornberrys movie,3,5,3,2
2771,2821,the jungle book 2,3,5,3,2
2772,2822,shin seiki evangelion gekijô-ban: shito shinsei,3,1,0,280
2773,2823,under the boardwalk,3,6,8,30
2774,2824,kuso,3,6,0,64
2775,2825,hoshi o ou kodomo,3,5,0,12
2776,2826,l'illusionniste,3,0,15,116
2777,2827,high in the clouds,3,5,3,2
2778,2828,las aventuras de tadeo jones,3,5,3,2
2779,2829,harold and the purple crayon,3,16,15,101
2780,2830,evangelion shin gekijôban: kyu,3,1,0,280
2781,2831,hell and back,3,5,3,2
2782,2832,inosensu: innocence,3,0,9,202
2783,2833,kaijû no kodomo,3,5,15,53
2784,2834,the powerpuff girls movie,3,1,5,5
2785,2835,a troll in central park,3,5,3,2
2786,2836,kidô senshi gandamu: senkô no hasauei,3,1,0,280
2787,2837,code geass: fukkatsu no lelouch,3,1,5,5
2788,2838,the three caballeros,3,6,17,60
2789,2839,made in abyss: tabidachi no yoake,3,5,17,27
2790,2840,eiga yurukyan,3,5,3,2
2791,2841,arctic justice,3,5,3,2
2792,2842,hey good lookin',3,6,0,64
2793,2843,meitantei conan: hiiro no dangan,3,1,14,117
2794,2844,the chipmunk adventure,3,5,3,2
2795,2845,ame wo tsugeru hyôryû danchi,3,5,0,12
2796,2846,the magic roundabout,3,5,3,2
2797,2847,kono sekai no katasumi ni,3,0,17,84
2798,2848,digimon adventure: last evolution kizuna,3,1,5,5
2799,2849,detective conan: the bride of halloween,3,1,14,117
2800,2850,doukyuusei,3,0,1,160
2801,2851,"kumo no mukô, yakusoku no basho",3,0,4,119
2802,2852,the princess and the goblin,3,5,3,2
2803,2853,si shi qing chun,3,0,4,119
2804,2854,doraemon the movie: nobita's little star wars 2021,3,1,5,5
2805,2855,felidae,3,1,0,280
2806,2856,norm of the north,3,5,3,2
2807,2857,duck duck goose,3,5,3,2
2808,2858,the drawn together movie: the movie!,3,6,9,220
2809,2859,the monkey king,3,1,5,5
2810,2860,untitled lion king prequel,3,5,0,12
2811,2861,reign of the supermen,3,1,5,5
2812,2862,hidden dragon,3,1,5,5
2813,2863,rugrats go wild,3,5,3,2
2814,2864,gintama: the final,3,1,3,62
2815,2865,dragon ball z: doragon bôru z - fukkatsu no 'f',3,1,5,5
2816,2866,the wonderful world of the brothers grimm,3,5,13,247
2817,2867,shingeki no kyojin: chronicle,3,1,5,5
2818,2868,eiga go-toubun no hanayome,3,6,0,64
2819,2869,jonah: a veggietales movie,3,5,3,2
2820,2870,justice league vs. the fatal five,3,1,15,55
2821,2871,wan pisu firumu: sutorongu warudo,3,1,5,5
2822,2872,kureopatora,3,3,4,190
2823,2873,gekijô-ban poketto monsutâ: kesshô-tô no teiô,3,1,5,5
2824,2874,pokémon: mewtwo strikes back - evolution,3,1,17,208
2825,2875,junk head,3,1,5,5
2826,2876,cheung gong 7 hou,3,5,3,2
2827,2877,blame!,3,1,0,280
2828,2878,lupin iii: the first,3,1,5,5
2829,2879,open season 3,3,5,3,2
2830,2880,robodog,3,5,3,2
2831,2881,all dogs go to heaven 2,3,5,17,27
2832,2882,fun &amp; fancy free,3,5,3,2
2833,2883,gekijouban steins;gate: fuka ryouiki no dejavu,3,10,11,236
2834,2884,terra willy: planète inconnue,3,5,3,2
2835,2885,dolphin boy,3,5,3,2
2836,2886,bilal: a new breed of hero,3,1,5,5
2837,2887,astérix: le secret de la potion magique,3,5,3,2
2838,2888,gyokou no nikuko-chan,3,6,0,64
2839,2889,"tarzoon, la honte de la jungle",5,4,3,157
2840,2890,happy family,3,6,17,60
2841,2891,metoroporisu,3,5,0,12
